file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-configcenter\dubbo-samples-configcenter-multiprotocol\src\main\java\org\apache\dubbo\samples\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.configcenter.EmbeddedZooKeeper,getClientPort/0,false,105,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-configcenter\dubbo-samples-configcenter-multiprotocol\src\main\java\org\apache\dubbo\samples\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.configcenter.EmbeddedZooKeeper,setAutoStartup/1[boolean],false,114,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-direct\src\main\java\org\apache\dubbo\samples\direct\api\DirectService.java,org.apache.dubbo.samples.direct.api.DirectService,sayHello/1[java.lang.String],false,25,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-direct\src\main\java\org\apache\dubbo\samples\direct\DirectConsumer.java,org.apache.dubbo.samples.direct.DirectConsumer,main/1[java.lang.String[]],false,29,2,1,0,1,3,7,16,0,3,1,7,0,0,1,0,1,0,5,1,3,0,2,0,0,0,16,9,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-governance\dubbo-samples-applevel-override\src\main\java\org\apache\dubbo\samples\governance\impl\DemoServiceImpl2.java,org.apache.dubbo.samples.governance.impl.DemoServiceImpl2,sayHello/1[java.lang.String],false,31,0,0,0,0,1,5,4,1,0,1,5,0,0,0,0,0,0,6,0,0,2,0,0,0,0,9,1,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-configcenter\dubbo-samples-configcenter-externalconfiguration\src\main\java\org\apache\dubbo\samples\externalconfiguration\provider\EmbeddedZooKeeper.java,org.apache.dubbo.samples.externalconfiguration.provider.EmbeddedZooKeeper$ServerRunnable,run/0,false,223,3,0,0,0,3,11,23,0,4,0,11,0,0,0,1,1,0,4,0,5,1,2,0,0,0,24,1,1,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\BasicProvider.java,org.apache.dubbo.samples.simplified.registry.nosimple.BasicProvider,main/1[java.lang.String[]],false,32,3,4,0,4,1,5,9,0,2,1,5,1,1,0,0,0,0,1,1,2,0,0,0,0,0,21,9,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\BasicProvider.java,org.apache.dubbo.samples.simplified.registry.nosimple.BasicProvider,printServiceData/0,false,44,4,2,1,1,1,9,13,0,2,0,9,0,0,0,0,0,0,18,7,2,6,0,0,0,0,11,10,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,setPhase/1[int],false,131,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,start/0,false,158,1,2,1,1,2,2,7,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,28,33,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,isRunning/0,false,147,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.metadatareport.configcenter.ErrorHandler],false,213,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,EmbeddedZooKeeper/0,true,86,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",true,95,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,isAutoStartup/0,false,122,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,stop/0,false,170,1,2,2,0,4,7,21,0,1,0,7,0,0,0,1,2,0,2,1,3,0,2,0,0,0,19,33,1,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,getPhase/0,false,139,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,stop/1[java.lang.Runnable],false,202,1,1,0,1,1,2,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,getClientPort/0,false,105,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\EmbeddedZooKeeper.java,org.apache.dubbo.samples.metadatareport.configcenter.EmbeddedZooKeeper,setAutoStartup/1[boolean],false,114,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-configcenter\dubbo-samples-configcenter-externalconfiguration\src\main\java\org\apache\dubbo\samples\externalconfiguration\consumer\AnnotationConsumer.java,org.apache.dubbo.samples.externalconfiguration.consumer.AnnotationConsumer$ConsumerConfiguration,configCenterBean/0,false,48,2,0,0,0,1,1,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,setPhase/1[int],false,131,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,start/0,false,158,1,2,1,1,2,2,7,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,28,33,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,isRunning/0,false,147,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,EmbeddedZooKeeper/0,true,86,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,stop/1[java.lang.Runnable],false,205,1,1,0,1,1,2,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.rest.ErrorHandler],false,216,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",true,95,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,isAutoStartup/0,false,122,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,stop/0,false,170,1,1,1,0,4,7,21,0,1,0,7,0,0,0,1,2,0,2,1,3,0,2,0,0,0,19,33,1,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,getPhase/0,false,139,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,getClientPort/0,false,105,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\EmbeddedZooKeeper.java,org.apache.dubbo.samples.rest.EmbeddedZooKeeper,setAutoStartup/1[boolean],false,114,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\ZKClean.java,org.apache.dubbo.samples.simplified.registry.nosimple.ZKClean,main/1[java.lang.String[]],false,29,2,1,0,1,1,3,5,0,0,1,3,1,1,0,0,0,0,1,6,1,2,0,0,0,0,10,9,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\ZKClean.java,org.apache.dubbo.samples.simplified.registry.nosimple.ZKClean,removeGlobalConfig/0,false,37,0,1,1,0,2,3,8,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7,10,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-configcenter\dubbo-samples-configcenter-annotation\src\main\java\org\apache\dubbo\samples\annotation\impl\AnnotationServiceImpl.java,AnnotationServiceImpl,sayHello/1[String],false,32,2,0,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,1,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-rest\src\main\java\org\apache\dubbo\samples\rest\RestConsumer.java,org.apache.dubbo.samples.rest.RestConsumer,main/1[java.lang.String[]],false,29,4,4,0,4,1,9,11,0,3,1,9,0,0,0,0,0,0,9,2,3,2,0,0,0,0,21,9,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-docker\src\main\java\org\apache\dubbo\samples\docker\EmbeddedZooKeeper.java,org.apache.dubbo.samples.docker.EmbeddedZooKeeper$ServerRunnable,run/0,false,243,3,0,0,0,3,11,23,0,4,0,11,0,0,0,1,1,0,4,0,5,1,2,0,0,0,24,1,1,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,setPhase/1[int],false,131,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,start/0,false,158,1,2,1,1,2,2,7,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,28,33,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,isRunning/0,false,147,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,EmbeddedZooKeeper/0,true,86,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,stop/1[java.lang.Runnable],false,205,1,1,0,1,1,2,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",true,95,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,isAutoStartup/0,false,122,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,stop/0,false,170,1,1,1,0,4,7,21,0,1,0,7,0,0,0,1,2,0,2,1,3,0,2,0,0,0,19,33,1,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,getPhase/0,false,139,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.generic.ErrorHandler],false,216,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,getClientPort/0,false,105,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-generic\src\main\java\org\apache\dubbo\samples\generic\EmbeddedZooKeeper.java,org.apache.dubbo.samples.generic.EmbeddedZooKeeper,setAutoStartup/1[boolean],false,114,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-governance\dubbo-samples-applevel-override\src\main\java\org\apache\dubbo\samples\governance\api\DemoService.java,org.apache.dubbo.samples.governance.api.DemoService,sayHello/1[java.lang.String],false,24,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,setPhase/1[int],false,131,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,start/0,false,158,3,0,0,0,2,2,7,0,0,0,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,28,33,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,isRunning/0,false,147,1,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,EmbeddedZooKeeper/0,true,86,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,stop/1[Runnable],false,205,1,0,0,0,1,2,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",true,95,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,isAutoStartup/0,false,122,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,stop/0,false,170,4,0,0,0,4,7,21,0,1,0,7,0,0,0,1,2,0,2,1,3,0,2,0,0,0,19,33,1,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,setErrorHandler/1[ErrorHandler],false,216,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,getPhase/0,false,139,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,getClientPort/0,false,105,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,EmbeddedZooKeeper,setAutoStartup/1[boolean],false,114,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-stub\src\main\java\org\apache\dubbo\samples\stub\api\DemoService.java,org.apache.dubbo.samples.stub.api.DemoService,sayHello/1[java.lang.String],false,24,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-spring-hystrix\src\main\java\org\apache\dubbo\samples\annotation\impl\AnnotationServiceImpl.java,org.apache.dubbo.samples.externalconfiguration.impl.AnnotationServiceImpl,sayHello/1[java.lang.String],false,36,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,1,0,false
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,setPhase/1[int],false,131,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,start/0,false,158,1,2,1,1,2,2,7,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,28,33,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,isRunning/0,false,147,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,EmbeddedZooKeeper/0,true,86,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,stop/1[java.lang.Runnable],false,205,1,1,0,1,1,2,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",true,95,0,1,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,isAutoStartup/0,false,122,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,stop/0,false,170,1,1,1,0,4,7,21,0,1,0,7,0,0,0,1,2,0,2,1,3,0,2,0,0,0,19,33,1,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.echo.ErrorHandler],false,216,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,getPhase/0,false,139,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,true
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-echo\src\main\java\org\apache\dubbo\samples\echo\EmbeddedZooKeeper.java,org.apache.dubbo.samples.echo.EmbeddedZooKeeper,getClientPort/0,false,105,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
